-0.034907 1.453893
-0.069813 1.452189
-0.104720 1.449367
-0.139626 1.445451
-0.174533 1.440474
-0.209440 1.434479
-0.244346 1.427512
-0.279253 1.419626
-0.314159 1.410878
-0.349066 1.401326
-0.383972 1.391030
-0.418879 1.380048
-0.453786 1.368441
-0.488692 1.356263
-0.523599 1.343570
-0.558505 1.330412
-0.593412 1.316838
-0.628319 1.302891
-0.663225 1.288615
-0.698132 1.274046
-0.733038 1.259220
-0.767945 1.244167
-0.802851 1.228917
-0.837758 1.213495
-0.872665 1.197926
-0.907571 1.182229
-0.942478 1.166425
-0.977384 1.150530
-1.012291 1.134559
-1.047198 1.118527
-1.082104 1.102445
-1.117011 1.086326
-1.151917 1.070179
-1.186824 1.054014
-1.221730 1.037839
-1.256637 1.021662
-1.291544 1.005491
-1.326450 0.989332
-1.361357 0.973191
-1.396263 0.957074
-1.431170 0.940988
-1.466077 0.924937
-1.500983 0.908926
-1.535890 0.892962
-1.570796 0.877049
-1.605703 0.861191
-1.640609 0.845396
-1.675516 0.829666
-1.710423 0.814009
-1.745329 0.798428
-1.780236 0.782931
-1.815142 0.767523
-1.850049 0.752210
-1.884956 0.736999
-1.919862 0.721897
-1.954769 0.706911
-1.989675 0.692050
-2.024582 0.677321
-2.059489 0.662734
-2.094395 0.648298
-2.129302 0.634025
-2.164208 0.619924
-2.199115 0.606009
-2.234021 0.592292
-2.268928 0.578787
-2.303835 0.565510
-2.338741 0.552477
-2.373648 0.539704
-2.408554 0.527212
-2.443461 0.515021
-2.478368 0.503151
-2.513274 0.491626
-2.548181 0.480472
-2.583087 0.469713
-2.617994 0.459378
-2.652900 0.449495
-2.687807 0.440096
-2.722714 0.431211
-2.757620 0.422872
-2.792527 0.415113
-2.827433 0.407966
-2.862340 0.401464
-2.897247 0.395639
-2.932153 0.390520
-2.967060 0.386136
-3.001966 0.382512
-3.036873 0.379669
-3.071779 0.377626
-3.106686 0.376395
-3.141593 0.375983
-3.176499 0.376395
-3.211406 0.377626
-3.246312 0.379669
-3.281219 0.382512
-3.316126 0.386136
-3.351032 0.390520
-3.385939 0.395639
-3.420845 0.401464
-3.455752 0.407966
-3.490659 0.415113
-3.525565 0.422872
-3.560472 0.431211
-3.595378 0.440096
-3.630285 0.449495
-3.665191 0.459378
-3.700098 0.469713
-3.735005 0.480472
-3.769911 0.491626
-3.804818 0.503151
-3.839724 0.515021
-3.874631 0.527212
-3.909538 0.539704
-3.944444 0.552477
-3.979351 0.565510
-4.014257 0.578787
-4.049164 0.592292
-4.084070 0.606009
-4.118977 0.619924
-4.153884 0.634025
-4.188790 0.648298
-4.223697 0.662734
-4.258603 0.677321
-4.293510 0.692050
-4.328417 0.706911
-4.363323 0.721897
-4.398230 0.736999
-4.433136 0.752210
-4.468043 0.767523
-4.502949 0.782931
-4.537856 0.798428
-4.572763 0.814009
-4.607669 0.829666
-4.642576 0.845396
-4.677482 0.861191
-4.712389 0.877049
-4.747296 0.892962
-4.782202 0.908926
-4.817109 0.924937
-4.852015 0.940988
-4.886922 0.957074
-4.921828 0.973191
-4.956735 0.989332
-4.991642 1.005491
-5.026548 1.021662
-5.061455 1.037839
-5.096361 1.054014
-5.131268 1.070179
-5.166175 1.086326
-5.201081 1.102445
-5.235988 1.118527
-5.270894 1.134559
-5.305801 1.150530
-5.340708 1.166425
-5.375614 1.182229
-5.410521 1.197926
-5.445427 1.213495
-5.480334 1.228917
-5.515240 1.244167
-5.550147 1.259220
-5.585054 1.274046
-5.619960 1.288615
-5.654867 1.302891
-5.689773 1.316838
-5.724680 1.330412
-5.759587 1.343570
-5.794493 1.356263
-5.829400 1.368441
-5.864306 1.380048
-5.899213 1.391030
-5.934119 1.401326
-5.969026 1.410878
-6.003933 1.419626
-6.038839 1.427512
-6.073746 1.434479
-6.108652 1.440474
-6.143559 1.445451
-6.178466 1.449367
-6.213372 1.452189
-6.248279 1.453893
-6.283185 1.454463
-0.000000 1.454463
-0.034907 1.453893
-0.069813 1.452189
-0.104720 1.449367
-0.139626 1.445451
-0.174533 1.440474
-0.209440 1.434479
-0.244346 1.427512
-0.279253 1.419626
-0.314159 1.410878
-0.349066 1.401326
-0.383972 1.391030
-0.418879 1.380048
-0.453786 1.368441
-0.488692 1.356263
-0.523599 1.343570
-0.558505 1.330412
-0.593412 1.316838
-0.628319 1.302891
-0.663225 1.288615
-0.698132 1.274046
-0.733038 1.259220
-0.767945 1.244167
-0.802851 1.228917
-0.837758 1.213495
-0.872665 1.197926
-0.907571 1.182229
-0.942478 1.166425
-0.977384 1.150530
-1.012291 1.134559
-1.047198 1.118527
-1.082104 1.102445
-1.117011 1.086326
-1.151917 1.070179
-1.186824 1.054014
-1.221730 1.037839
-1.256637 1.021662
-1.291544 1.005491
-1.326450 0.989332
-1.361357 0.973191
-1.396263 0.957074
-1.431170 0.940988
-1.466077 0.924937
-1.500983 0.908926
-1.535890 0.892962
-1.570796 0.877049
-1.605703 0.861191
-1.640609 0.845396
-1.675516 0.829666
-1.710423 0.814009
-1.745329 0.798428
-1.780236 0.782931
-1.815142 0.767523
-1.850049 0.752210
-1.884956 0.736999
-1.919862 0.721897
-1.954769 0.706911
-1.989675 0.692050
-2.024582 0.677321
-2.059489 0.662734
-2.094395 0.648298
-2.129302 0.634025
-2.164208 0.619924
-2.199115 0.606009
-2.234021 0.592292
-2.268928 0.578787
-2.303835 0.565510
-2.338741 0.552477
-2.373648 0.539704
-2.408554 0.527212
-2.443461 0.515021
-2.478368 0.503151
-2.513274 0.491626
-2.548181 0.480472
-2.583087 0.469713
-2.617994 0.459378
-2.652900 0.449495
-2.687807 0.440096
-2.722714 0.431211
-2.757620 0.422872
-2.792527 0.415113
-2.827433 0.407966
-2.862340 0.401464
-2.897247 0.395639
-2.932153 0.390520
-2.967060 0.386136
-3.001966 0.382512
-3.036873 0.379669
-3.071779 0.377626
-3.106686 0.376395
-3.141593 0.375983
-3.176499 0.376395
-3.211406 0.377626
-3.246312 0.379669
-3.281219 0.382512
-3.316126 0.386136
-3.351032 0.390520
-3.385939 0.395639
-3.420845 0.401464
-3.455752 0.407966
-3.490659 0.415113
-3.525565 0.422872
-3.560472 0.431211
-3.595378 0.440096
-3.630285 0.449495
-3.665191 0.459378
-3.700098 0.469713
-3.735005 0.480472
-3.769911 0.491626
-3.804818 0.503151
-3.839724 0.515021
-3.874631 0.527212
-3.909538 0.539704
-3.944444 0.552477
-3.979351 0.565510
-4.014257 0.578787
-4.049164 0.592292
-4.084070 0.606009
-4.118977 0.619924
-4.153884 0.634025
-4.188790 0.648298
-4.223697 0.662734
-4.258603 0.677321
-4.293510 0.692050
-4.328417 0.706911
-4.363323 0.721897
-4.398230 0.736999
-4.433136 0.752210
-4.468043 0.767523
-4.502949 0.782931
-4.537856 0.798428
-4.572763 0.814009
-4.607669 0.829666
-4.642576 0.845396
-4.677482 0.861191
-4.712389 0.877049
-4.747296 0.892962
-4.782202 0.908926
-4.817109 0.924937
-4.852015 0.940988
-4.886922 0.957074
-4.921828 0.973191
-4.956735 0.989332
-4.991642 1.005491
-5.026548 1.021662
-5.061455 1.037839
-5.096361 1.054014
-5.131268 1.070179
-5.166175 1.086326
-5.201081 1.102445
-5.235988 1.118527
-5.270894 1.134559
-5.305801 1.150530
-5.340708 1.166425
-5.375614 1.182229
-5.410521 1.197926
-5.445427 1.213495
-5.480334 1.228917
-5.515240 1.244167
-5.550147 1.259220
-5.585054 1.274046
-5.619960 1.288615
-5.654867 1.302891
-5.689773 1.316838
-5.724680 1.330412
-5.759587 1.343570
-5.794493 1.356263
-5.829400 1.368441
-5.864306 1.380048
-5.899213 1.391030
-5.934119 1.401326
-5.969026 1.410878
-6.003933 1.419626
-6.038839 1.427512
-6.073746 1.434479
-6.108652 1.440474
-6.143559 1.445451
-6.178466 1.449367
-6.213372 1.452189
-6.248279 1.453893
-6.283185 1.454463
-0.000000 1.454463
-0.034907 1.453893
-0.069813 1.452189
-0.104720 1.449367
-0.139626 1.445451
-0.174533 1.440474
-0.209440 1.434479
-0.244346 1.427512
-0.279253 1.419626
-0.314159 1.410878
-0.349066 1.401326
-0.383972 1.391030
-0.418879 1.380048
-0.453786 1.368441
-0.488692 1.356263
-0.523599 1.343570
-0.558505 1.330412
-0.593412 1.316838
-0.628319 1.302891
-0.663225 1.288615
-0.698132 1.274046
-0.733038 1.259220
-0.767945 1.244167
-0.802851 1.228917
-0.837758 1.213495
-0.872665 1.197926
-0.907571 1.182229
-0.942478 1.166425
-0.977384 1.150530
-1.012291 1.134559
-1.047198 1.118527
-1.082104 1.102445
-1.117011 1.086326
-1.151917 1.070179
-1.186824 1.054014
-1.221730 1.037839
-1.256637 1.021662
-1.291544 1.005491
-1.326450 0.989332
-1.361357 0.973191
-1.396263 0.957074
-1.431170 0.940988
-1.466077 0.924937
-1.500983 0.908926
-1.535890 0.892962
-1.570796 0.877049
-1.605703 0.861191
-1.640609 0.845396
-1.675516 0.829666
-1.710423 0.814009
-1.745329 0.798428
-1.780236 0.782931
-1.815142 0.767523
-1.850049 0.752210
-1.884956 0.736999
-1.919862 0.721897
-1.954769 0.706911
-1.989675 0.692050
-2.024582 0.677321
-2.059489 0.662734
-2.094395 0.648298
-2.129302 0.634025
-2.164208 0.619924
-2.199115 0.606009
-2.234021 0.592292
-2.268928 0.578787
-2.303835 0.565510
-2.338741 0.552477
-2.373648 0.539704
-2.408554 0.527212
-2.443461 0.515021
-2.478368 0.503151
-2.513274 0.491626
-2.548181 0.480472
-2.583087 0.469713
-2.617994 0.459378
-2.652900 0.449495
-2.687807 0.440096
-2.722714 0.431211
-2.757620 0.422872
-2.792527 0.415113
-2.827433 0.407966
-2.862340 0.401464
-2.897247 0.395639
-2.932153 0.390520
-2.967060 0.386136
-3.001966 0.382512
-3.036873 0.379669
-3.071779 0.377626
-3.106686 0.376395
-3.141593 0.375983
